,p_fx_levels,eligibility,eligibility - label,reviewer_note,available_reports,Title,URL,Description,ShortDetails,Author,Journal,Year,abstract,retraction_notes,protocol_and_reg,p_setting,p_sampling,p_sex,p_age,p_doi,p_hpi,p_pmhx_pshx,p_medications,p_osteoporosis,p_obs_gyn,p_sx_risk,p_extra_injuries,p_fx_count,p_fx_morphology,p_neurology,p_spine_pshx,p_spine_disease,i_main,i_comparison,i_assignment,o_main_analyses,Details,Resource,Type,Identifiers,Db,EntrezUID,Properties,BibliographyType,ISBN,Identifier,Volume,Number,Month,Pages,Address,Note,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,primary_screen_ts,p_sample_losses,p_allergies,p_social_hx,p_family_hx,p_other,i_rationale,i_who_where,i_care_coverage,i_alloc_conceal,i_assign_mask,i_deliv_deviations,i_crossover,i_sx_count,i_extra_sx,i_nonsx_therapy,i_time_to_sx,i_preop_wu,i_anesthesia,i_surgeon_xp,i_incision_line,i_incision_size,i_sx_retractors,i_endoscopy,i_videoscopy,i_microscopy,i_microsurgery,i_sx_navigation,i_c-arm,i_spine_toolset,i_decompression,i_reduction,i_screw_count,i_screw_config,i_post_fixat_dev,i_ven_fixat_dev,i_fus_implants,i_fus_technique,i_augmentation,i_other_implants,i_drain_policy,i_suturing,i_postop_mgmt,i_dc_plan,i_other,o_assessment,o_assess_mask,o_fu_schedule,o_fu_losses,o_nonreporting,o_sub_analyses,o_add_analyses,o_handl_mul_anal,o_covar_adjust,o_survival_anal,o_mul_measure,o_or_time,o_blood_loss,o_transfus_need,o_neurology,o_other_ae,o_hrqol,o_pain_intensity,o_pt_satisfaction,o_other_proms,o_other_croms,o_ssi,o_pacu_time,o_inpatient_stay,o_neuropath_pain,o_sepsis,o_intraop_ae,o_repeat_sx,o_readmission,o_death,o_pneumonia,o_vte,o_implant_failure,o_implant_remov,o_verterbal_kyph,o_seg_kyph,o_local_kyph,o_vertebral_ht,o_poor_union,o_kyph_corr,o_corr_loss,o_canal_stenosis,o_alignment,o_other_imaging,o_return_to_work,o_other,handl_miss_data,other_adjust,regression_anal,other_econ_anal,study_conclusions,practice_recomm,research_recomm,what_is_next,discussion,correspondence,coi_concern,miscond_concern,preib_cnfndng,preib_selection,preib_rndmztn,atib_msclssfctn,poib_deviations,poib_missing,poib_msrmnt,poib_selection
9443,,,,,,"Percutaneous versus open pedicle
screw instrumentation in treatment
of thoracic and lumbar spine
fractures: A systematic review and
meta-analysis.",/pubmed/30313040,"Tian F, Tu LY, Gu WF, Zhang EF, Wang ZB, Chu G, Ka H, Zhao J.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Oct;97(41):e12535. doi: 10.1097/MD.0000000000012535. Review.,PubMed,citation,PMID:30313040 | PMCID:PMC6203502,pubmed,30313040,create date:2018/10/14 | first author:Tian F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9812,,,,,,"Additional Sacroplasty Does Not
Improve Clinical Outcome in
Minimally Invasive
Navigation-Assisted Screw Fixation
Procedures for Nondisplaced
Insufficiency Fractures of the
Sacrum.",/pubmed/30312272,Balling H.,Spine (Phila Pa 1976).  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spine (Phila Pa 1976). 2019 Apr 15;44(8):534-542. doi: 10.1097/BRS.0000000000002899.,PubMed,citation,PMID:30312272,pubmed,30312272,create date:2018/10/13 | first author:Balling H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680,,,,,,"Osteoporosis development and
vertebral fractures after
abdominal irradiation in patients
with gastric cancer.",/pubmed/30309324,"Yaprak G, Gemici C, Temizkan S, Ozdemir S, Dogan BC, Seseogullari OO.",BMC Cancer.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMC Cancer. 2018 Oct 11;18(1):972. doi: 10.1186/s12885-018-4899-z.,PubMed,citation,PMID:30309324 | PMCID:PMC6182865,pubmed,30309324,create date:2018/10/13 | first author:Yaprak G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,,,,,,"New vertebral fractures after
osteoporotic vertebral compression
fracture between balloon
kyphoplasty and nonsurgical
treatment PRISMA.",/pubmed/30290650,"Li HM, Zhang RJ, Gao H, Jia CY, Zhang JX, Dong FL, Shen CL.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Oct;97(40):e12666. doi: 10.1097/MD.0000000000012666. Review.,PubMed,citation,PMID:30290650 | PMCID:PMC6200511,pubmed,30290650,create date:2018/10/07 | first author:Li HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,,,,,,"Earlier Vertebroplasty for
Osteoporotic Thoracolumbar
Compression Fracture May Minimize
the Subsequent Development of
Adjacent Fractures: A
Retrospective Study.",/pubmed/30282396,"Yang CC, Chien JT, Tsai TY, Yeh KT, Lee RP, Wu WT.",Pain Physician.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain Physician. 2018 Sep;21(5):E483-E491.,PubMed,citation,PMID:30282396,pubmed,30282396,create date:2018/10/05 | first author:Yang CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,,,,,,"Percutaneous vertebroplasty is
safe and effective for
cancer-related vertebral
compression fractures.",/pubmed/30269751,"Kirkegaard AO, Sørensen ST, Ziegler DS, Carreon L, Andersen MØ, Rousing R.",Dan Med J.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Med J. 2018 Oct;65(10). pii: A5509.,PubMed,citation,PMID:30269751,pubmed,30269751,create date:2018/10/03 | first author:Kirkegaard AO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9457,,,,,,"Kyphotic Angle of the Motion
Segment Most Accurately Predicts
Injury to the Ligamentous Complex
on Computed Tomography Scan of
Thoracolumbar Fractures.",/pubmed/30257296,"Jiang L, Zhang H, Chen H, Wu Q.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Oct;118:e405-e413. doi: 10.1016/j.wneu.2018.06.202. Epub 2018 Jul 3.,PubMed,citation,PMID:30257296,pubmed,30257296,create date:2018/09/28 | first author:Jiang L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9378,,,,,,"Clinical and Radiologic Features
of Osteoporotic Spine Fracture
with Delayed Neurologic
Compromises.",/pubmed/30240862,"Park HY, Ahn JH, Ha KY, Kim YH, Kim SI, Min HK, Oh IS, Seo JY, Park SH.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Dec;120:e1295-e1300. doi: 10.1016/j.wneu.2018.09.056. Epub 2018 Sep 19.,PubMed,citation,PMID:30240862,pubmed,30240862,create date:2018/09/22 | first author:Park HY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859,,,,,,"Anatomical feasibility study of
unilateral percutaneous
kyphoplasty for lumbar through the
conventional transpedicular
approach: An observational study
using 3D CT analysis.",/pubmed/30212972,"Wang H, Hu P, Wu D, Zhang N, Wu J, Chen Y, Xiang L.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Sep;97(37):e12314. doi: 10.1097/MD.0000000000012314.,PubMed,citation,PMID:30212972 | PMCID:PMC6156015,pubmed,30212972,create date:2018/09/15 | first author:Wang H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854,,,,,,"Clinical outcome comparison of
polymethylmethacrylate bone cement
with and without mineralized
collagen modification for
osteoporotic vertebral compression
fractures.",/pubmed/30212950,"Wang X, Kou JM, Yue Y, Weng XS, Qiu ZY, Zhang XF.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Sep;97(37):e12204. doi: 10.1097/MD.0000000000012204.,PubMed,citation,PMID:30212950 | PMCID:PMC6156072,pubmed,30212950,create date:2018/09/15 | first author:Wang X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,,,,,,"Incidence and risk factors of
facet joint violation following
percutaneous kyphoplasty for
osteoporotic vertebral compression
fractures.",/pubmed/30205703,"Li Y, Wang X, Jiang K, Chen J, Lin Y, Wu Y.",Acta Radiol.  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acta Radiol. 2019 Jun;60(6):755-761. doi: 10.1177/0284185118799515. Epub 2018 Sep 11.,PubMed,citation,PMID:30205703,pubmed,30205703,create date:2018/09/13 | first author:Li Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9728,,,,,,"Beneficial effect of traditional
Chinese medicine fumigation
”Bone-healing Powder” in
postoperative pain and recovery of
neurological function of traumatic
thoracolumbar spine fractures: A
case-control study.",/pubmed/30170399,"Wang XL, Zhu XP, Ji DX, Wang J, Zhai RH, Li P, Yang XF.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Aug;97(35):e11983. doi: 10.1097/MD.0000000000011983.,PubMed,citation,PMID:30170399 | PMCID:PMC6393006,pubmed,30170399,create date:2018/09/02 | first author:Wang XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,,,,,,"Coronal Imaging Changes
Associated with Recollapse of
Injured Vertebrae After
Percutaneous Vertebroplasty or
Percutaneous Kyphoplasty Treatment
for Osteoporotic Thoracolumbar
Fracture.",/pubmed/30170144,"Liu L, Wang Q, Cheng S, Wang J, Li Y, Liang Q, Zhou Q, Jin W, Wang Z.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Dec;120:e737-e744. doi: 10.1016/j.wneu.2018.08.154. Epub 2018 Aug 29.,PubMed,citation,PMID:30170144,pubmed,30170144,create date:2018/09/01 | first author:Liu L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,,,,,,"Surgical vs. non-surgical
management of displaced type-2
odontoid fractures in patients
aged 75 years and older: study
protocol for a randomised
controlled trial.",/pubmed/30134944,"Robinson AL, Schmeiser G, Robinson Y, Olerud C.",Trials.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trials. 2018 Aug 22;19(1):452. doi: 10.1186/s13063-018-2690-8.,PubMed,citation,PMID:30134944 | PMCID:PMC6106890,pubmed,30134944,create date:2018/08/24 | first author:Robinson AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,,,,,,"Unilateral versus bilateral
percutaneous balloon kyphoplasty
for osteoporotic vertebral
compression fractures: A
systematic review of overlapping
meta-analyses.",/pubmed/30113502,"Tan G, Li F, Zhou D, Cai X, Huang Y, Liu F.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Aug;97(33):e11968. doi: 10.1097/MD.0000000000011968. Review.,PubMed,citation,PMID:30113502 | PMCID:PMC6112965,pubmed,30113502,create date:2018/08/17 | first author:Tan G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,,,,,,"Biomechanical Fixation Properties
of the Cortical Bone Trajectory in
the Osteoporotic Lumbar Spine.",/pubmed/30092463,"Li HM, Zhang RJ, Gao H, Jia CY, Xing T, Zhang JX, Dong FL, Shen CL.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Nov;119:e717-e727. doi: 10.1016/j.wneu.2018.07.253. Epub 2018 Aug 6.,PubMed,citation,PMID:30092463,pubmed,30092463,create date:2018/08/10 | first author:Li HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746,,,,,,"Delayed Height Loss After
Kyphoplasty in Osteoporotic
Vertebral Fracture with Severe
Collapse: Comparison with
Vertebroplasty.",/pubmed/30077032,"Kim SI, Ha KY, Cho YS, Kim KW, Oh IS.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Nov;119:e580-e588. doi: 10.1016/j.wneu.2018.07.214. Epub 2018 Aug 2.,PubMed,citation,PMID:30077032,pubmed,30077032,create date:2018/08/05 | first author:Kim SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,,,,,,"Risk Factor of Failed Reduction
of Posterior Ligamentatoxis
Reduction Instrumentation in
Managing Thoracolumbar Burst
Fractures: A Retrospective Study.",/pubmed/30071341,"Wang K, Zhang ZJ, Wang JL, Huang CA, Huang QS, Chen J, Wu YS, Lin Y, Wang XY, Chen JX, Sheng SR.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Nov;119:e475-e481. doi: 10.1016/j.wneu.2018.07.184. Epub 2018 Jul 30.,PubMed,citation,PMID:30071341,pubmed,30071341,create date:2018/08/03 | first author:Wang K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9740,,,,,,"C1-C2 Fusion Versus
Occipito-Cervical Fusion for High
Cervical Fractures: A
Multi-Institutional Database
Analysis and Review of the
Literature.",/pubmed/30071333,"Bhimani AD, Chiu RG, Esfahani DR, Patel AS, Denyer S, Hobbs JG, Mehta AI.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Nov;119:e459-e466. doi: 10.1016/j.wneu.2018.07.182. Epub 2018 Jul 30. Review.,PubMed,citation,PMID:30071333,pubmed,30071333,create date:2018/08/03 | first author:Bhimani AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,,,,,,"The Impact of Facet Joint
Violation on Clinical Outcomes
After Percutaneous Kyphoplasty for
Osteoporotic Vertebral Compression
Fractures.",/pubmed/30071323,"Li Y, Huang M, Chen J, Wu Y, Wang X.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Nov;119:e383-e388. doi: 10.1016/j.wneu.2018.07.170. Epub 2018 Jul 30.,PubMed,citation,PMID:30071323,pubmed,30071323,create date:2018/08/03 | first author:Li Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9749,,,,,,"Is Unilateral Percutaneous
Kyphoplasty Superior to Bilateral
Percutaneous Kyphoplasty for
Osteoporotic Vertebral Compression
Fractures? Evidence from a
Systematic Review of Discordant
Meta-Analyses.",/pubmed/30045590,"Chen X, Guo W, Li Q, Ou Z, Lao Z, Liu Y, Zhu C, Han Z, Chu X, Cai D.",Pain Physician.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain Physician. 2018 Jul;21(4):327-336.,PubMed,citation,PMID:30045590,pubmed,30045590,create date:2018/07/27 | first author:Chen X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817,,,,,,"Comparison of clinical and
radiological outcomes between
modified Gallie graft
fusion-wiring technique and
posterior cervical screw
constructs for Type II odontoid
fractures.",/pubmed/30024518,"Wang H, Xue R, Wu L, Ding W, Ma L.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Jul;97(29):e11452. doi: 10.1097/MD.0000000000011452.,PubMed,citation,PMID:30024518 | PMCID:PMC6086456,pubmed,30024518,create date:2018/07/20 | first author:Wang H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683,,,,,,"Comparison of combined posterior
and anterior spondylodesis versus
hybrid stabilization in unstable
burst fractures at the
thoracolumbar spine in patients
between 60 and 70 years of age.",/pubmed/30008109,"Spiegl UJ, Devitt BM, Kasivskiy I, Jarvers JS, Josten C, Heyde CE, Fakler HM.",Arch Orthop Trauma Surg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arch Orthop Trauma Surg. 2018 Oct;138(10):1407-1414. doi: 10.1007/s00402-018-2993-y. Epub 2018 Jul 14.,PubMed,citation,PMID:30008109,pubmed,30008109,create date:2018/07/17 | first author:Spiegl UJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742,,,,,,"Magnetic resonance imaging
evaluation of intervertebral disc
injuries can predict kyphotic
deformity after posterior fixation
of unstable thoracolumbar spine
injuries.",/pubmed/29995797,"Kanezaki S, Miyazaki M, Ishihara T, Notani N, Tsumura H.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Jul;97(28):e11442. doi: 10.1097/MD.0000000000011442.,PubMed,citation,PMID:29995797 | PMCID:PMC6076179,pubmed,29995797,create date:2018/07/12 | first author:Kanezaki S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,,,,,,"What is the role of vertebral
augmentation for osteoporotic
fractures? A review of the recent
literature.",/pubmed/29947942,"Marcia S, Muto M, Hirsch JA, Chandra RV, Carter N, Crivelli P, Piras E, Saba L.",Neuroradiology.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neuroradiology. 2018 Aug;60(8):777-783. doi: 10.1007/s00234-018-2042-0. Epub 2018 Jun 13. Review.,PubMed,citation,PMID:29947942,pubmed,29947942,create date:2018/06/28 | first author:Marcia S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,,,,,,"Cement Distribution Patterns Are
Associated with Recompression in
Cemented Vertebrae After
Percutaneous Vertebroplasty: A
Retrospective Study.",/pubmed/29945011,"He D, Lou C, Yu W, Zhu K, Wu Z, Liu F, Chen M, Zheng L, Chen Z, Fan S.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Dec;120:e1-e7. doi: 10.1016/j.wneu.2018.06.113. Epub 2018 Jun 23.,PubMed,citation,PMID:29945011,pubmed,29945011,create date:2018/06/27 | first author:He D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,,,,,,"New Technology for Surgical
Treatment of Osteoporotic
Vertebral Compression Fractures:
The Transvertebral Bone Graft and
Fixation.",/pubmed/29933089,"Hou Y, Shi G, Sun J, Shi J, Xu G, Guo Y, Han D.",World Neurosurg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Neurosurg. 2018 Oct;118:e25-e33. doi: 10.1016/j.wneu.2018.06.074. Epub 2018 Jun 20.,PubMed,citation,PMID:29933089,pubmed,29933089,create date:2018/06/23 | first author:Hou Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9431,,,,,,"Posterior paraspinal muscle
versus post-middle approach for
the treatment of thoracolumbar
burst fractures: A randomized
controlled trial.",/pubmed/29924040,"Chang W, Zhang D, Liu W, Lian X, Jiao Z, Chen W.",Medicine (Baltimore).  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine (Baltimore). 2018 Jun;97(25):e11193. doi: 10.1097/MD.0000000000011193.,PubMed,citation,PMID:29924040 | PMCID:PMC6024482,pubmed,29924040,create date:2018/06/21 | first author:Chang W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,,,,,,"Spinopelvic Dissociation: A
Retrospective Case Study and
Review of Treatment
Controversies.",/pubmed/29912032,"Chou DTS, El-Daly I, Ranganathan A, Montgomery A, Culpan P, Bates P.",J Am Acad Orthop Surg.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,J Am Acad Orthop Surg. 2018 Jul 15;26(14):e302-e312. doi: 10.5435/JAAOS-D-16-00366. Review.,PubMed,citation,PMID:29912032,pubmed,29912032,create date:2018/06/19 | first author:Chou DTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,,,,,,"Surgical versus nonsurgical
management for type II odontoid
fractures in the elderly
population: a systematic review.",/pubmed/29886165,"Sarode DP, Demetriades AK.",Spine J.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spine J. 2018 Oct;18(10):1921-1933. doi: 10.1016/j.spinee.2018.05.017. Epub 2018 Jun 7.,PubMed,citation,PMID:29886165,pubmed,29886165,create date:2018/06/11 | first author:Sarode DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724,,,,,,"Bone cement distribution is a
potential predictor to the
reconstructive effects of
unilateral percutaneous
kyphoplasty in OVCFs: a
retrospective study.",/pubmed/29880007,"Lin J, Qian L, Jiang C, Chen X, Feng F, Lao L.",J Orthop Surg Res.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,J Orthop Surg Res. 2018 Jun 7;13(1):140. doi: 10.1186/s13018-018-0839-5.,PubMed,citation,PMID:29880007 | PMCID:PMC5992789,pubmed,29880007,create date:2018/06/09 | first author:Lin J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9382,,,,,,"Comparison of the Efficacy and
Safety of Bone-filling Mesh
Container and Simple Percutaneous
Balloon Kyphoplasty in the
Treatment of Osteoporotic
Vertebral Compression Fractures.",/pubmed/29871370,"He CJ, Liu GD.",Pain Physician.  2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain Physician. 2018 May;21(3):259-268.,PubMed,citation,PMID:29871370,pubmed,29871370,create date:2018/06/07 | first author:He CJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
