,ts_c1,type_c24,type_c24 - label_c18,ws_c25,ws_c25 - label_c9,key1_c26,key1_c26 - label_c19,val1_c27,ref1_c46,ref1_c46 - val1_c27,key2_c28,key2_c28 - label_c19,val2_c29,ref2_c47,ref2_c47 - val2_c29,key3_c30,key3_c30 - label_c19,val3_c31,ref3_c49,ref3_c49 - val3_c31,key4_c32,key4_c32 - label_c19,val4_c33,ref4_c50,ref4_c50 - val4_c33,key5_c34,key5_c34 - label_c19,val5_c35,ref5_c52,ref5_c52 - val5_c35,key6_c36,key6_c36 - label_c19,val6_c37,ref6_c53,ref6_c53 - val6_c37,key7_c38,key7_c38 - label_c19,val7_c39,ref7_c54,ref7_c54 - val7_c39,key8_c40,key8_c40 - label_c19,val8_c41,ref8_c55,ref8_c55 - val8_c41,key9_c42,key9_c42 - label_c19,val9_c43,ref9_c56,ref9_c56 - val9_c43,key10_c57,key10_c57 - label_c19,val10_c58,ref10_c59,ref10_c59 - val10_c58,key11_c60,key11_c60 - label_c19,val11_c61,ref11_c62,ref11_c62 - val11_c61
121,2018-06-21 17:49,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,73,[Systematic SB or HSSS RCTs] Spinal Fractures or SCI MH with Sx SH,30,Исключено при скрининге,"шаг 1 - фаза 0-1 (N = 1) [Records Excluded Step 1 Animal or Cadaver or Biomech or In Vitro or In Silico or Healthy]
шаг 2 - дети (N = 1) [Records Excluded Step 2 Pediatric]
шаг 3 - не спина (N = ) [Records Excluded Step 3 Adult Not Spine]
шаг 4a - шея (N = 5) [Records Excluded Step 4a Adult C-Spine]
шаг 4b - таз (N = 2) [Records Excluded Step 4b Adult Pelvis]
шаг 5c - не травма (N = 1) [Records Excluded Step 5c TL Spine Other Than Trauma]
шаг 6 - осложненная травма (N = 1) [Records Excluded Step 6 TL Trauma SCI Present]
шаг 6b - последствия травм (N = 1) [Records Excluded Step 6b Late TL Trauma]
шаг 7 - ВП (N = 3) [Records Excluded Step 7 VA or RFA]
шаг 8 - не хирургия (N = 1) [Records Excluded Step 8 No Surgery in the Spine]",,,56,Не исключено при скрининге,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2018-06-23 23:18,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,73,[Systematic SB or HSSS RCTs] Spinal Fractures or SCI MH with Sx SH,30,Исключено при скрининге,"шаг 1 - фаза 0-1 (N = 1) [Records Excluded Step 1 Animal or Cadaver or Biomech or In Vitro or In Silico or Healthy]
шаг 2 - дети (N = 1) [Records Excluded Step 2 Pediatric]
шаг 3 - не спина (N = ) [Records Excluded Step 3 Adult Not Spine]
шаг 4a - шея (N = 5) [Records Excluded Step 4a Adult C-Spine]
шаг 4b - таз (N = 2) [Records Excluded Step 4b Adult Pelvis]
шаг 5c - не травма (N = 2) [Records Excluded Step 5c TL Spine Other Than Trauma]
шаг 6 - осложненная травма (N = 2) [Records Excluded Step 6 TL Trauma SCI Present]
шаг 6b - последствия травм (N = 1) [Records Excluded Step 6b Late TL Trauma]
шаг 7 - ВП (N = 6) [Records Excluded Step 7 VA or RFA]
шаг 8 - не хирургия (N = 1) [Records Excluded Step 8 No Surgery in the Spine]
шаг 8a - не та хирургия (N = 1) [Records Excluded Step 8a Surgery Not Directly Relevant]",,,56,Не исключено при скрининге,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2018-06-24 02:08,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,68,[HSSS RCT v. 2] High QoE Studies in Early Posterior MIS Fixation for Non-SCI TL Spine Trauma of Living Adults - 2018/07/21 upd.,30,Исключено при скрининге,"шаг 1 - фаза 0-1 (N = 84) [Records Excluded Step 1 Animal or Cadaver or Biomech or In Vitro or In Silico or Healthy]
шаг 2 - дети (N = 8) [Records Excluded Step 2 Pediatric]
шаг 3 - не спина (N = 28) [Records Excluded Step 3 Adult Not Spine]
шаг 4a - шея (N = 96) [Records Excluded Step 4a Adult C-Spine]
шаг 4b - таз (N = 14) [Records Excluded Step 4b Adult Pelvis]
шаг 5c - не травма (N = 45) [Records Excluded Step 5c TL Spine Other Than Trauma]
шаг 6 - осложненная травма (N = 29) [Records Excluded Step 6 TL Trauma SCI Present]
шаг 6b - последствия травм (N = 7) [Records Excluded Step 6b Late TL Trauma]
шаг 7 - ВП (N = 364) [Records Excluded Step 7 VA or RFA]
шаг 8 - не хирургия (N = 40) [Records Excluded Step 8 Operation on Vertebrae Not Main Topic]
шаг 8a - не та хирургия (N = 17) [Records Excluded Step 8a Surgery Not Directly Relevant]",,,56,Не исключено при скрининге,236,,,59,Комментарий,"Те 42 еще не добавили.
С их учетом сходится к 1010.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2018-06-24 06:33,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,68,[HSSS RCT v. 2] High QoE Studies in Early Posterior MIS Fixation for Non-SCI TL Spine Trauma of Living Adults - 2018/07/21 upd.,30,Исключено при скрининге,"шаг 1 - фаза 0-1 (N = 84) [Records Excluded Step 1 Animal or Cadaver or Biomech or In Vitro or In Silico or Healthy]
шаг 2 - дети (N = 8) [Records Excluded Step 2 Pediatric]
шаг 3 - не спина (N = 28) [Records Excluded Step 3 Adult Not Spine]
шаг 4a - шея (N = 96) [Records Excluded Step 4a Adult C-Spine]
шаг 4b - таз (N = 14) [Records Excluded Step 4b Adult Pelvis]
шаг 5c - не травма (N = 45) [Records Excluded Step 5c TL Spine Other Than Trauma]
шаг 6 - осложненная травма (N = 29) [Records Excluded Step 6 TL Trauma SCI Present]
шаг 6b - последствия травм (N = 7) [Records Excluded Step 6b Late TL Trauma]
шаг 7 - ВП (N = 364) [Records Excluded Step 7 VA or RFA]
шаг 8 - не хирургия (N = 40) [Records Excluded Step 8 Operation on Vertebrae Not Main Topic]
шаг 8a - не та хирургия (N = 17) [Records Excluded Step 8a Surgery Not Directly Relevant]",,,56,Не исключено при скрининге,278,,,59,Комментарий,"Добавили те 42.
В итоге сходится к 1010, а должно — к 1006.
Происхождение 4 записей — непонятно.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"Transvertebral Bone Graft and Augmentation Versus Posterior Spinal Instrumentation in the Treatment of Simple Thoracolumbar Compression Fractures.,/pubmed/29438793,Hou Y, Shi J, Sun J, Guo Y, Xu G, Shi G.,World Neurosurg. 2018 May;113:e271-e279. doi: 10.1016/j.wneu.2018.02.003. Epub 2018 Feb 10.,World Neurosurg.  2018,PubMed,citation,PMID:29438793,pubmed,29438793,create date:2018/02/14 | first author:Hou Y",,,62,НРИ,,,,30,Исключено при скрининге,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"Comparison of surgical or nonsurgical treatment outcomes in patients with thoracolumbar fracture with Score 4 of TLICS: A randomized, single-blind, and single-central clinical trial.,/pubmed/29419692,Mohamadi A, Googanian A, Ahmadi A, Kamali A.,Medicine (Baltimore). 2018 Feb;97(6):e9842. doi: 10.1097/MD.0000000000009842.,Medicine (Baltimore).  2018,PubMed,citation,PMID:29419692 | PMCID:PMC5944701,pubmed,29419692,create date:2018/02/09 | first author:Mohamadi A",,,60,РКИ,,,,83,PICO-NT,"N 50
P ПСМТ ГПОП, TLICS > 4
I Хирургия
C Консервативно
O Длительность постельного режима ❓
O Длительность нетрудоспособности 👍
O Угол кифоза 👍
O Боль 👍
T 1 год",,,35,Скрининг выполнен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"[Comparative study of minimally invasive percutaneous pedicle screw fixation and open surgery in the treatment of thoracolumbar fractures].,/pubmed/29349998,Ye H, Chen QX.,Zhongguo Gu Shang. 2017 Feb 25;30(2):105-109. doi: 10.3969/j.issn.1003-0034.2017.02.003. Chinese. ,Zhongguo Gu Shang.  2017,PubMed,citation,PMID:29349998,pubmed,29349998,create date:2018/01/20 | first author:Ye H",,,62,НРИ,,,,30,Исключено при скрининге,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"Efficacy of Using Intermediate Screws in Short-Segment Fixation for Thoracolumbar Fractures: A Meta-Analysis of Randomized Controlled Trials.,/pubmed/29113901,Tong MJ, Tang Q, Wang CG, Xiang GH, Chen Q, Xu HZ, Tian NF.,World Neurosurg. 2018 Feb;110:e271-e280. doi: 10.1016/j.wneu.2017.10.157. Epub 2017 Nov 4.,World Neurosurg.  2018,PubMed,citation,PMID:29113901,pubmed,29113901,create date:2017/11/09 | first author:Tong MJ",,,73,СО,,,,83,PICO-NT,"N 310/6
P ПСМТ ГПОП
I ТПФ, 6 винтов
C ТПФ, 4 винта
O Койко-день ↔
O ВАШ ↔
O Частота ИОХВ ↔
O Угол кифоза 👍
O Снижение высоты тела 👍
O Расшатывание 👍
O Кровопотеря ❌
O Длительность операции ❌
T NA",,,35,Скрининг выполнен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"Treatment of thoracic or lumbar burst fractures with Balloon Assisted Endplate Reduction using Tricalcium Phosphate cement: histological and radiological evaluation.,/pubmed/29017495,Kitzen J, Schotanus MGM, Plasschaert HSW, Hulsmans FH, Tilman PBJ.,BMC Musculoskelet Disord. 2017 Oct 10;18(1):411. doi: 10.1186/s12891-017-1770-3.,BMC Musculoskelet Disord.  2017,PubMed,citation,PMID:29017495 | PMCID:PMC5635504,pubmed,29017495,create date:2017/10/12 | first author:Kitzen J",,,62,НРИ,,,,30,Исключено при скрининге,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"A retrospective study comparing percutaneous and open pedicle screw fixation for thoracolumbar fractures with spinal injuries.,/pubmed/28930858,Wang B, Fan Y, Dong J, Wang H, Wang F, Liu Z, Liu H, Feng Y, Chen F, Huang Z, Chen R, Lei W, Wu Z.,Medicine (Baltimore). 2017 Sep;96(38):e8104. doi: 10.1097/MD.0000000000008104.,Medicine (Baltimore).  2017,PubMed,citation,PMID:28930858 | PMCID:PMC5617725,pubmed,28930858,create date:2017/09/21 | first author:Wang B",,,62,НРИ,,,,30,Исключено при скрининге,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2018-06-25 16:40,2,Библиографическая запись,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,"A Retrospective Study of Thoracolumbar Fractures Treated with Fixation and Nonfusion Surgery of Intravertebral Bone Graft Assisted with Balloon Kyphoplasty.,/pubmed/28844910,Zhang C, Ouyang B, Li P, Wang L, Luo L, Zhao C, Liu L, Tu B, Hou T, Arnold P, Zhou Q.,World Neurosurg. 2017 Dec;108:798-806. doi: 10.1016/j.wneu.2017.08.093. Epub 2017 Aug 24.,World Neurosurg.  2017,PubMed,citation,PMID:28844910,pubmed,28844910,create date:2017/08/29 | first author:Zhang C",,,62,НРИ,,,,30,Исключено при скрининге,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
