BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,,a35177249,"Бажин, А.  В.; Егорова, Е.  А.","ОПТИМИЗАЦИЯ СХЕМЫ ОБСЛЕДОВАНИЯ
ПАЦИЕНТОВ С
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМОЙ
С ИСПОЛЬЗОВАНИЕМ НОВЫХ ТЕХНОЛОГИЙ
ЛУЧЕВОЙ ДИАГНОСТИКИ",Современные технологии в медицине,10,2,,125--134,2018,,,https://elibrary.ru/item.asp?id=35177249,,,,,,,,,,,,,,,,,
7,,a37096311,"Баклаишев, В.  П.; Дуров, О.  В.; Богуш, В.  Г.; Кальсин, В.  А.; Коноплянников, М.  А.; Аверьянов, А.  В.","ТКАНЕИНЖЕНЕРНЫЕ КОНСТРУКТЫ ДЛЯ
ТЕРАПИИ СПИНАЛЬНОЙ ТРАВМЫ
-ИССЛЕДОВАНИЕ НА
НЕЧЕЛОВЕКООБРАЗНЫХ ПРИМАТАХ",Гены и Клетки,12,3,,38,2017,,,https://elibrary.ru/item.asp?id=37096311,,,,,,,,,,,,,,,,,
7,,a35684200,"Баруза, Г.; Пейцман, А.","РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS
(ЧАСТЬ 7. ТРАВМЫ ГРУДНОЙ КЛЕТКИ)",Врач скорой помощи,,9,,40--56,2017,,,https://elibrary.ru/item.asp?id=35684200,,,,,,,,,,,,,,,,,
7,,a35680922,"Баруза, Г.; Пейцман, А.","РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS
ЧАСТЬ 7. ТРАВМЫ ГРУДНОЙ КЛЕТКИ",Врач скорой помощи,,10,,41--48,2017,,,https://elibrary.ru/item.asp?id=35680922,,,,,,,,,,,,,,,,,
7,,a37272870,"Батеха, В.  И.; Медведев, Н.  В.; Гуманенко, В.  В.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ РАЗРЫВА
СЕРДЦА У ПАЦИЕНТА С СОЧЕТАННОЙ
ТРАВМОЙ",Политравма,,1,,58--61,2019,,,https://elibrary.ru/item.asp?id=37272870,,,,,,,,,,,,,,,,,
7,,a36481703,"Батрак, Г.  А.; Бродовская, А.  Н.; Мясоедова, С.  Е.","ОПЫТ ДЛИТЕЛЬНОГО ПРИМЕНЕНИЯ
ТЕРИПАРАТИДА ДЛЯ ЛЕЧЕНИЯ
ПОСЛЕОПЕРАЦИОННОГО ГИПОПАРАТИРЕОЗА
С СОПУТСТВУЮЩИМ ОСТЕОПОРОЗОМ У
БОЛЬНОЙ ПОЖИЛОГО ВОЗРАСТА",Клиницист,12,2,,51--55,2018,,,https://elibrary.ru/item.asp?id=36481703,,,,,,,,,,,,,,,,,
7,,a37042452,"Баттарай, Б.","ГЕМИЛАМИНЭКТОМИЯ С РЕЗЕКЦИЕЙ
ФИБРОЗНОГО КОЛЬЦА (АНУЛЭКТОМИИ),
VERSUS ЧАСТИЧНАЯ ДИСКЭКТОМИЯ ПРИ
ХРОНИЧЕСКИХ ПРОТРУЗИЯХ
МЕЖПОЗВОНКОВЫХ ДИСКОВ В
ГРУДОПОЯСНИЧНОМ ОТДЕЛЕ У СОБАК",Ученые записки Казанской государственной академии ветеринарной медицины им. Н.Э. Баумана,237,1,,35--40,2019,,,https://elibrary.ru/item.asp?id=37042452,,,,,,,,,,,,,,,,,
7,,a36408535,"Батышева, Т.  Т.; Гиленкова, С.  В.; Суворова, С.  А.; Орлова, Г.  И.","ДЕТИ СО СПИНАЛЬНОЙ ТРАВМОЙ.
СПЕЦИФИКА ЛОГОПЕДИЧЕСКОЙ РАБОТЫ",Детская и подростковая реабилитация,,3,,63--65,2018,,,https://elibrary.ru/item.asp?id=36408535,,,,,,,,,,,,,,,,,
7,,a35088363,"Белаш, С.  А.; Барбухатти, К.  О.; Ясакова, Е.  П.","СЛУЧАЙ УСПЕШНОГО ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ РАЗРЫВА ДУГИ АОРТЫ ПРИ
ТУПОЙ ТРАВМЕ ГРУДНОЙ КЛЕТКИ",Патология кровообращения и кардиохирургия,22,1,,49--54,2018,,,https://elibrary.ru/item.asp?id=35088363,,,,,,,,,,,,,,,,,
7,,a35235157,"Белая, Ж.  Е.; Bilezikian, J.  P.; Ершова, О.  Б.; Лесняк, О.  М.; Марченкова, Л.  А.; Родионова, С.  С.; Рожинская, Л.  Я.; Торопцова, Н.  В.; Юренева, С.  В.","ВОЗМОЖНОСТИ ДЛИТЕЛЬНОЙ ТЕРАПИИ
ПОСТМЕНОПАУЗАЛЬНОГО ОСТЕОПОРОЗА:
ОБЗОР РЕЗУЛЬТАТОВ КЛИНИЧЕСКИХ
ИССЛЕДОВАНИЙ ДЕНОСУМАБА И
РЕЗОЛЮЦИЯ СОВЕТА ЭКСПЕРТОВ
РОССИЙСКОЙ АССОЦИАЦИИ ПО
ОСТЕОПОРОЗУ (РАОП)",Остеопороз и остеопатии,21,1,,17--22,2018,,,https://elibrary.ru/item.asp?id=35235157,,,,,,,,,,,,,,,,,
7,,a35311328,"Белецкий, А.; Мазуренко, А.; Пустовойтенко, В.; Сомова, И.; Макаревич, С.","МИГРАЦИЯ СЕТЧАТОГО ТИТАНОВОГО
ЦИЛИНДРИЧЕСКОГО ИМПЛАНТАТА ПОСЛЕ
МЕЖТЕЛОВОГО ПЕРЕДНЕГО СПОНДИЛОДЕЗА
ПРИ ЛЕЧЕНИИ ПЕРЕЛОМОВ ПОЯСНИЧНЫХ
ПОЗВОНКОВ",Наука и инновации,6,184,,65--71,2018,,,https://elibrary.ru/item.asp?id=35311328,,,,,,,,,,,,,,,,,
7,,a35419037,"Белецкий, А.  В.; Макаревич, С.  В.; Бобрик, П.  А.; Ильясевич, И.  А.; Криворот, К.  А.","ОПЫТ ДИАГНОСТИКИ И ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ АТЛАНТО-АКСИАЛЬНЫХ
ДИСЛОКАЦИЙ ПРИ РЕВМАТОИДНОМ
АРТРИТЕ",Медицинские новости,,7,,32--36,2018,,,https://elibrary.ru/item.asp?id=35419037,,,,,,,,,,,,,,,,,
7,,a36312750,"Белов, А.  В.","ДВУХЭТАПНЫЙ ОСТЕОСИНТЕЗ
ДВУСТОРОННИХ МНОЖЕСТВЕННЫХ
МНОГОФРАГМЕНТАРНЫХ ПЕРЕЛОМОВ РЕБЕР
У БОЛЬНЫХ С ВЫРАЖЕННОЙ ДЫХАТЕЛЬНОЙ
НЕДОСТАТОЧНОСТЬЮ",Хирургия детского возраста,,3,,34--37,2018,,,https://elibrary.ru/item.asp?id=36312750,,,,,,,,,,,,,,,,,
7,,a36932500,"Белоконев, В.  И.; Пушкин, С.  Ю.; Ардашкин, А.  П.; Ушаков, Н.  Г.; Камеев, И.  Р.","ДИНАМИКА МОРФОЛОГИЧЕСКИХ
ИЗМЕНЕНИЙ В ЗОНЕ ПЕРЕЛОМОВ У
ПОСТРАДАВШИХ С ТРАВМОЙ ГРУДИ И
РЕБЕРНЫМ КЛАПАНОМ",Наука и инновации в медицине,,4,,6--12,2018,,,https://elibrary.ru/item.asp?id=36932500,,,,,,,,,,,,,,,,,
7,,a35417161,"Белоусов, М.  Г.; Машошин, О.  Ф.","ЭКСПЕРИМЕНТАЛЬНЫЕ ИССЛЕДОВАНИЯ
СПЕКТРА СОБСТВЕННЫХ ФОРМ И ЧАСТОТ
КОЛЕБАНИЙ ЛОПАТОК КОМПРЕССОРОВ
ВСПОМОГАТЕЛЬНОГО АВИАДВИГАТЕЛЯ",Научный вестник Московского государственного технического университета гражданской авиации,21,4,,60--72,2018,,,https://elibrary.ru/item.asp?id=35417161,,,,,,,,,,,,,,,,,
7,,a36932501,"Бенян, А.  С.; Корымасов, Е.  А.; Борковский, А.  Ю.","СОВРЕМЕННЫЕ АЛГОРИТМЫ
СТАБИЛИЗАЦИИ ГРУДНОЙ КЛЕТКИ У
ПАЦИЕНТОВ С МНОЖЕСТВЕННЫМИ И
ФЛОТИРУЮЩИМИ ПЕРЕЛОМАМИ РЕБЕР",Наука и инновации в медицине,,4,,13--19,2018,,,https://elibrary.ru/item.asp?id=36932501,,,,,,,,,,,,,,,,,
7,,a36527131,"Бестужева, Г.  Р.; Сабодаха, М.  А.; Садыбакасова, Г.  К.","ЭВОЛЮЦИОНИЗИРУЮЩИЙ ПЕЙЗАЖ
КОАГУЛАЗООТРИЦАТЕЛЬНЫХ
СТАФИЛОКОККОВ КЛИНИЧЕСКОГО
ПРОИСХОЖДЕНИЯ",Вестник Кыргызско-Российского славянского университета,18,9,,121--124,2018,,,https://elibrary.ru/item.asp?id=36527131,,,,,,,,,,,,,,,,,
7,,a36492198,"Бикчурин, Н.  М.; Тахавиева, Ф.  В.","ТРАВМЫ И ЗАБОЛЕВАНИЯ У ЮНЫХ
СПОРТСМЕНОК, ЗАНИМАЮЩИХСЯ
ХУДОЖЕСТВЕННОЙ ГИМНАСТИКОЙ",Наука и спорт: современные тенденции,21,4,,6--10,2018,,,https://elibrary.ru/item.asp?id=36492198,,,,,,,,,,,,,,,,,
7,,a37294908,"Бистрицька, М.  А.; Балацька, Н.  І.; Мусієнко, А.  С.; Климчук, Л.  Ф.","ЗВ’ЯЗОК МІЖ ПОКАЗНИКАМИ
ТІЛОБУДОВИ І МІНЕРАЛЬНОЇ ЩІЛЬНОСТІ
КІСТКОВОЇ ТКАНИНИ У ПРАКТИЧНО
ЗДОРОВИХ ЧОЛОВІКІВ ТА ПАЦІЄНТІВ ІЗ
ТРАВМОЮ ХРЕБТА Й СПИННОГО МОЗКУ",International Scientific and Practical Conference World science,1,9,,42--49,2018,,,https://elibrary.ru/item.asp?id=37294908,,,,,,,,,,,,,,,,,
7,,a36449225,"Бичурина, Д.  М.; Гайдукова, И.  З.; Патрикеева, Д.  А.; Ребров, А.  П.","ПОВТОРНЫЕ КОРОТКИЕ КУРСЫ
НЕСТЕРОИДНЫХ ПРОТИВОВОСПАЛИТЕЛЬНЫХ
ПРЕПАРАТОВ И ПОВРЕЖДЕНИЕ ПОЧЕК У
ПАЦИЕНТОВ С
ДЕГЕНЕРАТИВНО-ДИСТРОФИЧЕСКИМИ
ЗАБОЛЕВАНИЯМИ ПОЗВОНОЧНИКА",Современная ревматология,12,3,,94--97,2018,,,https://elibrary.ru/item.asp?id=36449225,,,,,,,,,,,,,,,,,
7,,a36963669,"Бичурина, Д.  М.; Гайдукова, И.  З.; Ребров, А.  П.","ЭФФЕКТИВНОСТЬ И ПОЧЕЧНАЯ
БЕЗОПАСНОСТЬ ПРИМЕНЕНИЯ
МЕЛОКСИКАМА У ПАЦИЕНТОВ С
ДЕГЕНЕРАТИВНО-ДИСТРОФИЧЕСКИМИ
ЗАБОЛЕВАНИЯМИ ПОЗВОНОЧНИКА:
РЕЗУЛЬТАТЫ НАУЧНОЙ ПРОГРАММЫ
МОМЕНТ””",Вестник Северо-Западного государственного медицинского университета им. И.И. Мечникова,10,4,,31--36,2018,,,https://elibrary.ru/item.asp?id=36963669,,,,,,,,,,,,,,,,,
7,,a35355776,"Блохина, О.  Ю.; Петина, Э.  Ш.; Доронцева, К.  А.","АНАЛИЗ ТРАВМАТИЗМА У
ВЫСОКОКВАЛИФИЦИРОВАННЫХ
СПОРТСМЕНОК, ЗАНИМАЮЩИХСЯ
ХУДОЖЕСТВЕННОЙ ГИМНАСТИКОЙ",European Social Science Journal,,12,,144--149,2017,,,https://elibrary.ru/item.asp?id=35355776,,,,,,,,,,,,,,,,,
7,,a36646980,"Блохина, Т.  В.; Ильясова, З.  Ю.; Баканов, К.  Б.","ОСОБЕННОСТИ ТРАВМАТИЗМА ГРУДНОЙ
КЛЕТКИ ПРИ ДОРОЖНО-ТРАНСПОРТНЫХ
ПРОИСШЕСТВИЯХ",Тверской медицинский журнал,,6,,46--47,2018,,,https://elibrary.ru/item.asp?id=36646980,,,,,,,,,,,,,,,,,
7,,a36332394,"Бобрик, П.; Криворот, К.; Жижко-Михасевич, Н.","ПОДБОР МЕТАЛЛОФИКСАТОРОВДЛЯ
ОСТЕОСИНТЕЗА ШЕЙНЫХ ПОЗВОНКОВ С
ПРИМЕНЕНИЕМ КОМПЬЮТЕРНОЙ ПРОГРАММЫ
C-STAT””",Наука и инновации,9,187,,72--76,2018,,,https://elibrary.ru/item.asp?id=36332394,,,,,,,,,,,,,,,,,
7,,a36833910,"Бобунов, Д.  Н.; Комиссаров, Д.  А.; Куприянова, Д.  Ю.; Мамедова, К.  Н.; Аристанбеков, Н.  К.; Новоселов, А.  Д.; Ахтемов, Э.  Ф.; Ануфриева, Э.  Р.; Радченко, М.  С.","БИОРЕГУЛЯЦИОННЫЕ ПРЕПАРАТЫ В
КОМПЛЕКСНОЙ РЕАБИЛИТАЦИИ ПОСЛЕ
СПОРТИВНОЙ ТРАВМЫ, ОБОСТРЕНИЯ
ХРОНИЧЕСКИХ ЗАБОЛЕВАНИЙ
ПОЗВОНОЧНИКА И КРУПНЫХ СУСТАВОВ
НИЖНИХ КОНЕЧНОСТЕЙ",Русский медицинский журнал. Медицинское обозрение,2,12,,24--29,2018,,,https://elibrary.ru/item.asp?id=36833910,,,,,,,,,,,,,,,,,
7,,a37185702,"Бобунов, Д.  Н.; Проценко, А.  Р.; Комиссаров, Д.  А.; Дроздовский, Б.  Р.; Никульшин, Л.  Л.; Вон, В.  В.; Астафьев, В.  В.; Залевский, Н.  Д.; Чичков, М.  А.","КОМПЛЕКСНАЯ РЕАБИЛИТАЦИЯ
ПАЦИЕНТОВ ПОСЛЕ СПОРТИВНОЙ ТРАВМЫ,
ОБОСТРЕНИЯ ХРОНИЧЕСКИХ ЗАБОЛЕВАНИЙ
ПОЗВОНОЧНИКА НА БАЗЕ
ФИТНЕС-ЦЕНТРА",Уральский медицинский журнал,,2,,93--100,2019,,,https://elibrary.ru/item.asp?id=37185702,,,,,,,,,,,,,,,,,
7,,a37156582,"Бойков, В.  П.; Чермаков, К.  С.","ОСТРЫЙ БОЛЕВОЙ СИНДРОМ И ОПАСНЫЕ
ОСЛОЖНЕНИЯ ПРИ ПОВРЕЖДЕНИЯХ
ГРУДНОЙ КЛЕТКИ",Медицинская сестра,,2,,39--42,2019,,,https://elibrary.ru/item.asp?id=37156582,,,,,,,,,,,,,,,,,
7,,a36286432,"Бойков, В.  П.; Чермаков, К.  С.","БОЛЕВОЙ СИНДРОМ ПРИ ПОВРЕЖДЕНИЯХ
И ЗАБОЛЕВАНИЯХ ПОЗВОНОЧНИКА",Медицинская сестра,,7,,46--49,2018,,,https://elibrary.ru/item.asp?id=36286432,,,,,,,,,,,,,,,,,
7,,a37174629,"Бокерия, Л.  А.; Сигаев, И.  Ю.; Казарян, А.  В.; Старостин, М.  В.; Керен, М.  А.; Морчадзе, Б.  Д.; Пилипенко, И.  В.; Гусев, П.  В.; Кудашев, И.  Ф.","НЕПОСРЕДСТВЕННЫЕ РЕЗУЛЬТАТЫ
ПОВТОРНОГО КОРОНАРНОГО
ШУНТИРОВАНИЯ ЧЕРЕЗ АЛЬТЕРНАТИВНЫЕ
ДОСТУПЫ",Грудная и сердечно-сосудистая хирургия,61,1,,27--37,2019,,,https://elibrary.ru/item.asp?id=37174629,,,,,,,,,,,,,,,,,
7,,a36646806,"Бондаренко, А.  В.; Круглыхин, И.  В.; Плотников, И.  А.; Талашкевич, М.  Н.","МАЛОИНВАЗИВНЫЙ ОСТЕОСИНТЕЗ
ПОВРЕЖДЕНИЙ ЗАДНЕГО ПОЛУКОЛЬЦА
ТАЗА ПРИ ПОЛИТРАВМЕ",Политравма,,4,,37--45,2018,,,https://elibrary.ru/item.asp?id=36646806,,,,,,,,,,,,,,,,,
7,,a35352019,"Борзов, К.  А.; Валиев, А.  К.; Мусаев, Э.  Р.; Кулага, А.  В.","ВЫБОР ТАКТИКИ ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ ПАЦИЕНТОВ С МЕТАСТАЗАМИ
РАКА ПОЧКИ В ПОЗВОНОЧНИКЕ","Саркомы костей, мягких тканей и опухоли кожи",,2,,14--27,2018,,,https://elibrary.ru/item.asp?id=35352019,,,,,,,,,,,,,,,,,
7,,a36870938,"Борзых, К.  О.; Рерих, В.  В.; Самохин, А.  Г.","ПАРАМЕТРЫ САГИТТАЛЬНОГО БАЛАНСА У
ПАЦИЕНТОВ С ПОСТТРАВМАТИЧЕСКИМИ
ДЕФОРМАЦИЯМИ НИЖНЕГРУДНОЙ И
ВЕРХНЕПОЯСНИЧНОЙ ЛОКАЛИЗАЦИИ",Современные проблемы науки и образования,,6,,57,2018,,,https://elibrary.ru/item.asp?id=36870938,,,,,,,,,,,,,,,,,
7,,a35212027,"Борисова, Т.  Н.; Назаренко, А.  В.; Ткачев, С.  И.; Алиева, С.  Б.; Лактионов, К.  К.; Бредер, В.  В.; Молчанов, Г.  В.; Мещерякова, Н.  А.; Маринов, Д.  Т.; Аллахвердиев, А.  К.; Лораева, С.  А.","СТЕРЕОТАКСИЧЕСКАЯ ГИПОФРАКЦИОННАЯ
РАДИОТЕРАПИЯ БОЛЬНЫХ РАКОМ ЛЕГКОГО
I-IIА СТАДИИ. ПРЕДИКТОРЫ
ЭФФЕКТИВНОСТИ И ТОКСИЧНОСТИ",Онкология. Журнал им. П.А. Герцена,7,3,,16--23,2018,,,https://elibrary.ru/item.asp?id=35212027,,,,,,,,,,,,,,,,,
7,,a36536648,"Боровикова, И.  А.; Дубских, А.  О.; Горных, К.  А.; Филимонова, П.  А.; Мишина, М.  О.; Куэйяр-Егорова, О.  М.  Х.; Киселёва, К.  Е.","КАЧЕСТВО ЖИЗНИ ПАЦИЕНТОВ ПОСЛЕ
ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
МЕТАСТАТИЧЕСКОГО ПОРАЖЕНИЯ
ПОЗВОНОЧНИКА",Уральский медицинский журнал,,11,,10--15,2018,,,https://elibrary.ru/item.asp?id=36536648,,,,,,,,,,,,,,,,,
7,,a37074472,"Борщева, А.  А.","ИСХОД БЕРЕМЕННОСТИ И РОДОВ ПОСЛЕ
ЗАКРЫТОГО ОСЛОЖНЕННОГО
КОМПРЕССИОННОГО ПЕРЕЛОМА
ПОЗВОНОЧНИКА",Кубанский научный медицинский вестник,26,1,,230--234,2019,,,https://elibrary.ru/item.asp?id=37074472,,,,,,,,,,,,,,,,,
7,,a35559670,"Булюбаш, И.  Д.","ПЕРСПЕКТИВЫ ИССЛЕДОВАНИЯ
СУБЪЕКТИВНОЙ ВИТАЛЬНОСТИ У
ПАЦИЕНТОВ С ПОСЛЕДСТВИЯМИ
СПИННОМОЗГОВОЙ ТРАВМЫ. ОБЗОР
ЛИТЕРАТУРЫ",Трудный пациент,16,5,,48--53,2018,,,https://elibrary.ru/item.asp?id=35559670,,,,,,,,,,,,,,,,,
7,,a37188634,"Булюбаш, И.  Д.; Грознова, Е.  В.","ФАКТОРЫ, ОПРЕДЕЛЯЮЩИЕ
ПСИХОЛОГИЧЕСКОЕ БЛАГОПОЛУЧИЕ
ПАЦИЕНТОВ С ПОСЛЕДСТВИЯМИ
СПИННОМОЗГОВОЙ ТРАВМЫ",Медико-социальная экспертиза и реабилитация,21,3,,183--188,2018,,,https://elibrary.ru/item.asp?id=37188634,,,,,,,,,,,,,,,,,
7,,a35593223,"Бурак, Г.  Г.; Ким, Т.  И.; Кобец, Г.  Г.; Моргаева, Ю.  В.; Фомина, Т.  О.","ОБЩИЕ МОРФОФУНКЦИОНАЛЬНЫЕ ОСНОВЫ
ПОВРЕЖДЕНИЯ РАЗЛИЧНЫХ ЧАСТЕЙ
ГОЛОВНОГО МОЗГА ПРИ ДЕНЕРВАЦИИ
ПОЗВОНОЧНЫХ АРТЕРИЙ",Морфология,153,3,,51,2018,,,https://elibrary.ru/item.asp?id=35593223,,,,,,,,,,,,,,,,,
7,,a37077566,"Бушков, Ф.  А.; Романовская, Е.  В.; Усанова, Е.  В.; Федоткина, Л.  Е.","ЗНАЧЕНИЕ ТЕСТА ВАН-ЛЮШОТ В ОЦЕНКЕ
ФУНКЦИИ ВЕРХНЕЙ КОНЕЧНОСТИ У
ПАЦИЕНТОВ С ЦЕРВИКАЛЬНОЙ
ТЕТРАПЛЕГИЕЙ",Фарматека,26,3,,51--56,2019,,,https://elibrary.ru/item.asp?id=37077566,,,,,,,,,,,,,,,,,
7,,a36376826,"Бывальцев, В.  А.; Калинин, А.  А.","ВОЗМОЖНОСТИ ПРИМЕНЕНИЯ МИНИМАЛЬНО
ИНВАЗИВНЫХ ДОРСАЛЬНЫХ
ДЕКОМПРЕССИВНО-СТАБИЛИЗИРУЮЩИХ
ВМЕШАТЕЛЬСТВ У ПАЦИЕНТОВ С
ИЗБЫТОЧНОЙ МАССОЙ ТЕЛА И
ОЖИРЕНИЕМ",Вопросы нейрохирургии им. Н.Н. Бурденко,82,5,,69--80,2018,,,https://elibrary.ru/item.asp?id=36376826,,,,,,,,,,,,,,,,,
7,,a35160500,"Бывальцев, В.  А.; Степанов, И.  А.; Калинин, А.  А.; Борисов, В.  Э.","ФАКТОРЫ РИСКА РАЗВИТИЯ ВЕНОЗНЫХ
ТРОМБОЭМБОЛИЧЕСКИХ ОСЛОЖНЕНИЙ У
ПАЦИЕНТОВ С НЕОСЛОЖНЁННОЙ ТРАВМОЙ
ГРУДНОГО И ПОЯСНИЧНОГО ОТДЕЛОВ
ПОЗВОНОЧНИКА",Анестезиология и реаниматология,63,2,,155--159,2018,,,https://elibrary.ru/item.asp?id=35160500,,,,,,,,,,,,,,,,,
7,,a35594030,"Білошицький, Р.  В.; Сухонос, В.  П.","ЛІКУВАННЯ СОБАК З УРАХУВАННЯМ
ОСОБЛИВОСТЕЙ ПАТОГЕНЕЗУ
ХРЕБЕТНО-СПИННОМОЗКОВИХ ТРАВМ",Наукові доповіді НУБіП України,,4,,16,2018,,,https://elibrary.ru/item.asp?id=35594030,,,,,,,,,,,,,,,,,
7,,a37327474,"Вагин, А.А.; Артемов, И.В.","НОВЫЕ ВОЗМОЖНОСТИ
РЕАБИЛИТАЦИОННОГО ЛЕЧЕНИЯ БОЛЬНЫХ
СО СПИНАЛЬНОЙ И СОЧЕТАННОЙ
ТРАВМОЙ",Скорая медицинская помощь,5,3,,150--151,2004,,,https://elibrary.ru/item.asp?id=37327474,,,,,,,,,,,,,,,,,
7,,a35199013,"Вадутов, Р.  Р.; Быков, Е.  В.; Коломиец, О.  И.","ЭФФЕКТИВНОСТЬ РАННЕЙ
ВЕРТИКАЛИЗАЦИИ ПОСЛЕ ОПЕРАТИВНОГО
ЛЕЧЕНИЯ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА",Педагогико-психологические и медико-биологические проблемы физической культуры и спорта,13,2,,231--237,2018,,,https://elibrary.ru/item.asp?id=35199013,,,,,,,,,,,,,,,,,
7,,a36965450,"Васильківський, В.  В.; Гетьман, В.  Г.","ОБГРУНТУВАННЯ ВИБОРУ ОПЕРАТИВНИХ
ВТРУЧАНЬ ПРИ ЛЕЙОМІОМАХ
СТРАВОХОДУ",Медичні перспективи,23,4,,75--81,2018,,,https://elibrary.ru/item.asp?id=36965450,,,,,,,,,,,,,,,,,
7,,a36801235,"Векшин, Н.  Л.; Фролова, М.  С.","МНОГОПАРАМЕТРИЧЕСКАЯ ФОРМУЛА
РАСЧЕТА ПРОДОЛЖИТЕЛЬНОСТИ ЖИЗНИ
ЖИВОТНЫХ",Биофизика,64,1,,162--168,2019,,,https://elibrary.ru/item.asp?id=36801235,,,,,,,,,,,,,,,,,
7,,a35256242,"Верховский, А.  И.; Маматханов, М.  Р.; Бумай, А.  О.; Кожевников, А.  В.","СТАНДАРТЫ РАННЕГО ОПЕРАТИВНОГО
ЛЕЧЕНИЯ СОЧЕТАННОЙ ОСЛОЖНЕННОЙ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",Скорая медицинская помощь,4,4,,66--67,2003,,,https://elibrary.ru/item.asp?id=35256242,,,,,,,,,,,,,,,,,
